Date,LS_ny,LS_jt,LS_gs,LS_js,LS_zg,JC_pa,JC_pf,JC_hx,JC_ms,JC_zs,JC_xy,JC_gd,JC_zx,CC_nb,CC_js,CC_hz,CC_nj,CC_bj,CC_sh,CC_gy,RC_jy,RC_zjg,RC_wx,RC_cs,RC_sn
23/12/2020,3.14,4.45,4.96,6.24,3.16,18,9.55,6.18,5.12,42.32,19.82,3.94,05.08,33.73,5.41,14.08,7.82,4.76,7.73,7.74,04.05,5.89,5.68,7.1,4.77
24/12/2020,3.14,4.44,4.96,6.27,3.17,18.26,9.55,6.17,5.14,42.57,20.17,3.9,05.07,34.23,5.37,14.66,7.84,4.75,7.74,7.73,04.05,5.87,5.66,7,4.72
25/12/2020,3.15,4.45,4.97,6.27,3.18,18.04,9.58,6.17,5.18,42.72,20.21,3.87,05.07,34.27,5.39,14.9,7.91,4.77,7.76,7.82,04.05,5.92,5.7,07.01,4.75
28/12/2020,3.14,4.45,4.97,6.24,3.17,18.85,9.57,6.14,5.16,43.04,20.49,3.91,05.07,34.98,5.37,15.06,7.94,4.76,7.72,7.76,04.07,5.9,5.77,6.88,4.77
29/12/2020,3.14,4.46,4.98,6.25,3.17,19.17,9.53,6.15,5.16,42.83,20.63,3.92,05.07,35.52,5.39,14.79,7.91,4.77,7.74,7.81,4.1,5.94,5.78,07.07,4.85
30/12/2020,3.13,4.46,4.96,6.22,3.17,19.2,9.5,6.19,5.17,43.05,20.9,3.95,05.08,34.98,5.4,14.87,7.94,4.78,7.78,7.84,4.14,06.03,5.84,7.1,4.9
31/12/2020,3.14,4.48,4.99,6.28,3.18,19.34,9.68,6.25,5.2,43.95,20.87,3.99,5.11,35.34,5.46,14.92,08.08,4.84,7.84,7.95,4.28,6.1,06.08,7.38,4.96
04/01/2021,3.13,4.47,05.01,6.25,3.17,18.6,9.69,6.21,5.2,43.17,19.65,3.89,05.09,34.94,5.43,14.02,08.02,4.84,7.78,7.75,4.22,06.02,5.99,7.15,4.88
05/01/2021,3.13,4.48,4.97,6.2,3.17,18.17,9.68,6.26,5.17,42.18,18.86,3.86,05.09,35.48,5.41,13.5,7.99,4.84,7.82,7.68,4.22,06.05,5.95,07.04,4.92
06/01/2021,3.13,4.5,4.97,6.26,3.18,19.56,9.82,6.27,5.19,44.15,19.73,3.92,05.09,37.01,5.42,13.98,08.05,4.85,7.82,7.72,4.18,6,5.88,7.11,4.9
07/01/2021,3.14,4.5,5,6.31,3.19,19.9,9.81,6.24,5.2,45.9,20.1,3.94,05.09,37.3,5.39,14.05,08.05,4.84,7.8,7.62,4.12,5.91,5.74,7.11,4.78
08/01/2021,3.14,4.5,5,6.34,3.19,19.85,9.83,6.25,5.21,46.6,20.32,3.92,5.1,37.6,5.39,14.35,7.98,4.85,7.82,7.6,4.11,5.87,5.73,07.09,4.79
11/01/2021,3.15,4.48,4.99,6.45,3.17,20.38,9.69,6.17,5.15,48.42,20.51,3.94,5.11,38.11,5.38,14.87,7.98,4.78,8.1,7.65,04.09,5.8,5.69,7.19,4.69
12/01/2021,3.15,4.49,05.02,6.49,3.18,21,9.78,6.16,5.19,49.7,20.85,3.98,5.11,39.2,5.37,15.07,08.04,4.79,8.15,7.76,4.14,5.84,5.82,7.21,4.78
13/01/2021,3.16,4.5,05.06,6.58,3.2,20.7,9.84,6.16,5.19,49.4,21.1,3.98,5.11,38.19,5.38,15.34,08.02,4.82,8.1,7.7,4.12,5.72,5.72,7.18,4.75
14/01/2021,3.18,4.51,05.08,6.55,3.21,20.17,9.87,6.17,5.19,49.05,21.35,3.97,5.16,37.98,5.41,15.17,7.95,4.84,8.15,7.72,4.16,5.73,5.93,7.1,4.82
15/01/2021,3.2,4.54,5.15,6.69,3.23,21,9.92,6.23,5.24,51.14,22.71,04.08,5.2,38.39,5.51,15.55,8.23,4.88,8.26,7.84,4.18,5.8,06.07,7.2,4.85
18/01/2021,3.19,4.53,5.14,6.76,3.2,22.7,10.08,6.25,5.23,51.92,24.21,4.16,5.16,40.5,5.52,16.03,8.45,4.88,8.28,7.85,4.19,5.83,6.14,7.38,4.87
19/01/2021,3.2,4.6,5.2,6.95,3.22,22.34,10.16,6.31,5.27,51.85,23.88,4.21,5.2,38.89,5.59,15.52,8.48,4.92,8.37,7.95,4.22,5.95,6.2,7.4,4.9
20/01/2021,3.18,4.55,5.15,6.78,3.2,22.47,9.98,6.24,5.22,51.72,23.22,4.11,5.13,38.65,5.53,15.1,8.36,4.85,8.28,7.84,4.23,5.88,6.11,7.4,4.86
21/01/2021,3.16,4.54,5.13,6.74,3.19,22.23,9.97,6.23,5.21,52.64,23.41,4.23,5.14,38.8,5.53,14.98,8.35,4.84,8.27,7.85,4.24,5.82,6.21,7.37,4.87
22/01/2021,3.14,4.5,05.04,6.58,3.17,22.03,9.79,6.11,5.14,51.64,22.93,04.07,05.08,37.79,5.44,14.6,8.22,4.79,8.1,7.68,4.13,5.67,06.06,7.36,4.75
25/01/2021,3.14,4.48,05.05,6.61,3.17,22.49,9.72,6.1,5.13,52.11,22.91,4.1,5.16,37.62,5.45,14.45,8.17,4.77,08.04,7.68,4.11,5.7,06.04,7.4,4.72
26/01/2021,3.13,4.47,05.03,6.67,3.17,22.37,9.68,06.09,5.13,51.4,22.85,04.09,5.2,37.46,5.49,14.51,8.13,4.77,08.05,7.72,04.07,5.59,06.08,07.06,4.7
27/01/2021,3.15,4.48,05.07,6.73,3.17,23.08,9.73,06.09,5.14,52,23.45,4.11,5.24,39.51,5.54,14.88,8.12,4.78,08.07,7.79,4.12,5.67,6.43,07.02,4.75
28/01/2021,3.14,4.47,05.03,6.66,3.17,22.81,9.66,06.07,5.12,51.61,23.2,04.04,5.2,38.45,5.45,14.54,7.98,4.74,8.1,7.69,4.1,5.6,6.44,07.01,4.67
29/01/2021,3.15,4.46,05.09,6.76,3.17,23.09,9.96,6.1,5.11,51.1,23.1,04.05,5.23,38.48,5.52,14.7,8,4.73,8.1,7.82,4.1,5.61,6.62,6.94,4.68
01/02/2021,3.17,4.49,5.14,6.76,3.18,24.55,10.44,6.36,5.14,52.4,24.07,4.11,5.29,39.23,5.57,14.72,8.24,4.76,8.33,7.95,4.14,5.57,6.68,6.85,4.69
02/02/2021,3.15,4.48,05.09,6.72,3.18,23.28,10.22,6.38,5.1,51.97,23.59,3.99,5.23,39.64,5.53,15.37,8.23,4.71,8.27,7.81,04.04,5.53,6.37,6.93,4.64
03/02/2021,3.14,4.48,05.04,6.67,3.17,24.95,10.26,6.41,05.09,53.05,24.69,3.99,5.23,40.41,5.56,16.17,8.41,4.74,8.28,7.87,3.98,5.36,6.26,6.83,4.55
04/02/2021,3.15,4.47,05.07,6.63,3.18,24.6,10.28,6.42,05.08,53.5,24.77,3.98,5.21,41.32,5.63,16.44,8.32,4.72,8.35,7.97,3.98,5.4,6.68,6.79,4.56
05/02/2021,3.19,4.54,5.18,6.92,3.22,24.93,10.72,6.54,5.17,54.74,25.76,4.36,5.39,43,5.78,17.1,8.66,4.81,8.65,8.24,4.13,5.7,7.35,6.96,4.8
08/02/2021,3.18,4.51,5.16,6.94,3.19,24.8,10.72,6.45,5.16,55.26,26.75,4.24,5.29,43.17,5.74,17.24,8.88,4.77,8.71,8.17,04.08,5.63,7.1,7,4.8
09/02/2021,3.16,4.5,5.15,6.9,3.18,24.58,10.68,6.4,5.14,55.26,26.81,4.21,5.28,42.94,5.73,17.34,8.91,4.78,8.64,8.18,04.07,5.68,7.4,07.02,4.77
10/02/2021,3.21,4.53,5.25,7.16,3.2,23.82,10.69,6.32,5.16,54.55,26.64,4.15,5.27,42.53,5.68,17.47,8.82,4.78,8.51,08.08,04.07,5.7,7.18,7.19,4.75
18/02/2021,3.22,4.56,5.24,7.1,3.21,24.3,10.83,6.33,5.23,55.69,27.73,4.23,5.28,43.16,5.76,17.63,8.83,4.8,8.59,8.28,4.11,5.75,7.59,7.35,4.84
19/02/2021,3.23,4.6,5.24,7.11,3.23,23.85,10.97,6.36,5.25,55.2,26.75,4.26,5.31,43.16,5.85,17.55,8.78,4.83,8.67,8.29,4.18,5.84,7.69,7.75,4.94
22/02/2021,3.26,4.62,5.37,7.29,3.25,22.38,10.71,6.37,5.25,54.2,25.81,4.23,5.36,41.15,5.82,16.51,8.77,4.84,8.57,8.21,4.17,5.8,7.28,7.95,4.88
23/02/2021,3.25,4.6,5.38,7.38,3.23,21.93,10.78,6.33,5.23,55.55,26.41,4.22,5.35,42.07,5.89,16.68,8.91,4.83,8.54,8.3,4.18,5.86,7.48,7.88,4.89
24/02/2021,3.22,4.57,5.3,7.15,3.22,22.16,10.6,6.25,5.19,53.6,25.71,4.13,5.29,41.54,5.87,16.46,09.02,4.8,8.46,8.17,4.17,5.79,7.34,7.81,4.85
25/02/2021,3.27,4.62,5.44,7.36,3.25,22.09,10.8,6.35,5.25,54.45,26.21,4.22,5.36,42.25,5.94,16.68,9.27,4.84,8.64,8.32,4.2,5.79,7.23,7.72,4.86
26/02/2021,3.26,4.57,5.37,7.26,3.24,21.38,10.54,6.24,5.18,51.1,24.68,4.1,5.23,40.1,5.75,16.02,8.8,4.77,8.38,8.1,4.13,5.66,07.01,7.5,4.76
01/03/2021,3.25,4.57,5.34,7.27,3.24,21.45,10.58,6.25,5.17,50.39,24.91,04.04,5.2,40.91,5.77,16.71,8.77,4.76,8.33,8.11,4.13,5.68,7.21,7.51,4.76
02/03/2021,3.21,4.55,5.29,07.05,3.22,21.65,10.47,6.21,5.14,49.55,24.87,04.02,5.13,40.08,5.7,17.01,8.77,4.72,8.25,08.08,4.12,5.63,07.05,7.76,4.72
03/03/2021,3.28,4.62,5.45,7.49,3.27,23.01,10.92,6.39,5.22,52.77,25.97,4.14,5.24,44.09,5.9,18.2,9.65,4.81,8.47,8.31,4.22,5.8,7.32,8.21,4.91
04/03/2021,3.3,4.61,5.45,7.45,3.27,22.92,10.88,6.37,5.22,52.4,25.3,4.15,5.22,42.4,6,17.9,9.7,4.79,8.41,8.3,4.32,5.87,7.19,8.14,4.9
05/03/2021,3.35,4.64,5.57,7.46,3.3,22.34,10.86,6.39,5.23,51.4,24.8,4.14,5.25,40.1,06.01,17.37,9.6,4.81,8.41,8.34,4.3,5.86,7.11,8.17,4.92
08/03/2021,3.36,4.63,5.53,7.34,3.29,21.6,10.75,6.42,5.2,49.93,23.77,4.12,5.22,39.18,06.09,17.09,9.66,4.8,8.46,8.29,4.29,5.81,07.05,8.12,4.87
09/03/2021,3.33,4.64,5.46,7.22,3.27,20.85,10.73,6.39,5.18,48.5,23.21,04.07,5.25,37.44,5.98,16.29,9.58,4.79,8.37,8.14,4.29,5.73,6.56,7.92,4.81
10/03/2021,3.36,4.65,5.4,7.22,3.27,20.4,10.72,6.38,5.19,49.25,22.89,04.03,5.23,37.22,5.96,15.77,9.43,4.79,8.34,8.13,4.24,5.63,6.59,7.85,4.74
11/03/2021,3.38,4.66,5.48,7.41,3.27,21.27,10.9,6.57,5.23,51.97,23.79,4.11,5.29,38.8,6.3,16.84,9.82,4.84,8.53,8.39,4.33,5.71,6.74,8.18,4.86
12/03/2021,3.38,4.68,5.44,7.33,3.29,21.48,10.9,6.57,5.26,53.32,23.92,4.23,5.33,40.03,6.4,17.19,10.05,4.88,8.6,8.47,4.37,5.73,6.74,08.09,4.88
15/03/2021,3.42,4.73,5.55,7.45,3.31,21.6,11.12,6.61,5.28,53.11,24.09,4.26,5.37,41.05,6.6,17.06,10.07,4.9,8.72,8.53,4.37,5.9,6.78,8.3,4.95
16/03/2021,3.41,4.73,5.6,7.58,3.31,21.66,11.11,6.61,5.29,54.32,24.61,4.26,5.46,42.25,6.66,17.62,10.06,4.9,8.79,8.55,4.35,5.93,6.77,8.28,4.98
17/03/2021,3.4,4.69,5.53,7.45,3.29,21.2,10.92,6.55,5.24,53.4,23.98,4.22,5.41,40.72,6.55,17.42,10.22,4.85,8.65,8.44,4.3,5.96,6.62,8.15,4.95
18/03/2021,3.39,4.68,5.48,7.42,3.28,21.73,11.03,6.62,5.25,54.24,23.86,4.19,5.4,40.7,6.54,17.57,10.06,4.86,8.63,8.43,4.29,5.89,6.65,8.15,4.92
19/03/2021,3.34,4.63,5.36,7.21,3.25,20.47,10.65,6.5,5.13,51.76,23.22,04.08,5.29,39.06,6.37,16.95,9.77,4.81,8.52,8.26,4.25,5.71,6.55,7.9,4.85
22/03/2021,3.39,4.66,5.42,7.33,3.28,21.55,10.75,6.52,5.22,53.78,23.63,4.13,5.34,40.1,6.43,17.18,10.19,4.82,8.58,8.32,4.31,5.73,6.59,7.9,4.88
23/03/2021,3.39,4.68,5.4,7.27,3.29,21.23,10.78,6.47,5.23,53.48,23.36,4.11,5.33,39.47,6.41,17.1,10.17,4.8,8.72,8.33,4.28,5.7,6.5,7.95,4.86
24/03/2021,3.4,4.66,5.41,7.15,3.3,20.53,10.68,6.43,5.21,52.2,22.56,04.08,5.3,39.1,6.3,16.54,9.96,4.76,8.64,8.21,4.3,5.7,6.37,7.9,4.84
25/03/2021,3.34,4.63,5.36,07.06,3.29,20.75,10.63,6.39,5.18,51.01,22.71,04.05,5.29,39.15,6.25,16.64,9.84,4.74,8.57,8.14,4.22,5.65,6.32,7.78,4.76
26/03/2021,3.33,4.66,5.35,07.09,3.26,21.14,10.62,6.45,5.18,51.6,23.23,04.07,5.39,39.58,6.36,17.2,10.03,4.76,8.66,8.21,4.24,5.68,6.36,7.86,4.77
29/03/2021,3.38,4.84,5.46,7.21,3.29,21.49,10.48,6.48,5.24,50.94,23.19,04.08,5.48,39.4,6.43,17,10.08,4.79,8.77,8.24,4.25,5.67,6.36,7.78,4.78
30/03/2021,3.38,4.9,5.48,7.24,3.3,21.93,11.01,6.48,5.27,51.56,23.22,04.09,5.47,39.43,6.41,16.91,10.16,4.81,8.75,8.23,4.24,5.62,6.3,7.69,4.75
31/03/2021,3.4,4.95,5.54,7.35,3.35,22.01,10.99,6.44,05.05,51.1,24.09,04.08,5.45,38.88,6.47,16.89,10.12,4.8,8.79,8.16,4.26,5.57,6.41,7.6,4.75
01/04/2021,3.38,4.92,5.5,7.3,3.33,21.78,10.89,6.43,05.01,51.05,24.07,04.07,5.42,39.79,6.44,17.05,10.05,4.78,8.73,8.13,4.28,5.54,6.38,7.55,4.73
02/04/2021,3.35,4.85,5.42,7.16,3.31,21.5,10.76,6.39,4.99,50.95,23.38,04.02,5.34,38.95,6.44,16.55,9.86,4.78,8.66,8.14,4.26,5.57,6.42,7.44,4.75
06/04/2021,3.34,4.87,5.42,7.23,3.3,21.68,10.7,6.37,4.97,50.99,23.7,04.02,5.36,38.95,6.42,16.36,9.86,4.76,8.75,8.15,4.25,5.55,6.39,7.5,4.76
07/04/2021,3.35,4.93,5.45,7.24,3.31,21.64,10.65,6.38,4.93,50.43,23.3,4,5.38,39.28,6.37,16.5,9.98,4.77,8.79,8.14,4.22,5.54,6.3,7.43,4.75
08/04/2021,3.34,4.93,5.44,7.25,3.3,21.56,10.66,6.34,4.94,50.5,23.28,3.99,5.34,39,6.33,16.43,9.87,4.76,8.68,08.09,4.19,5.54,6.23,7.36,4.74
09/04/2021,3.36,4.91,5.42,7.18,3.31,21.3,10.59,6.34,4.94,50.25,23.24,3.96,5.38,38.8,6.22,16.14,9.77,4.76,8.57,7.99,4.17,5.51,6.14,7.25,4.73
12/04/2021,3.4,4.94,5.48,7.28,3.33,20.7,10.73,6.36,4.95,50.46,22.82,3.96,5.38,38.28,6.21,15.72,9.65,4.77,8.58,08.09,4.18,5.53,06.06,7.23,4.75
13/04/2021,3.39,4.9,5.51,7.34,3.32,20.78,10.76,6.29,4.96,50.32,22.58,3.97,5.37,38,6.11,15.59,9.48,4.75,8.49,08.02,4.14,5.44,5.95,7.14,4.67
14/04/2021,3.35,4.86,5.45,7.24,3.32,20.67,10.59,6.27,4.94,49.7,21.69,3.92,5.33,38.11,06.09,15.35,9.33,4.74,8.37,8,4.16,5.45,5.97,7.18,4.66
15/04/2021,3.35,4.86,5.45,7.26,3.3,20.36,10.43,6.25,4.92,49.44,20.85,3.89,5.34,38.11,6.15,15.26,9.23,4.73,8.29,7.89,4.17,5.48,5.93,7.22,4.64
16/04/2021,3.35,4.89,5.43,7.26,3.32,20.26,10.54,6.28,4.94,49.74,20.89,3.91,5.4,37.76,6.19,15.05,9.25,4.74,8.3,7.97,4.21,5.55,06.03,7.29,4.67
19/04/2021,3.35,4.9,5.44,7.27,3.32,21.15,10.58,6.31,4.95,51.77,21.03,3.94,5.38,39.08,6.35,15.53,9.24,4.75,8.26,08.03,4.21,5.54,06.06,7.29,4.7
20/04/2021,3.33,4.92,5.39,7.17,3.31,21.69,10.5,6.28,4.94,51.99,21.33,3.92,5.38,39.27,6.3,15.9,9.47,4.74,8.25,7.99,4.2,5.48,06.01,7.2,4.67
21/04/2021,3.33,4.92,5.37,7.15,3.31,23.01,10.58,6.28,4.93,52.89,22,3.91,5.39,41.06,6.5,16.35,9.77,4.74,8.35,08.05,4.21,5.55,06.07,7.26,4.69
22/04/2021,3.3,4.89,5.33,7.12,3.29,22.98,10.43,6.25,4.87,52.61,21.61,3.88,5.33,40.21,6.42,16.05,9.57,4.74,8.26,8,4.17,5.49,5.97,7.18,4.64
23/04/2021,3.26,4.93,5.29,07.08,3.27,23.29,10.43,6.24,4.86,53.3,21.87,3.89,5.31,40.71,6.39,16.3,9.55,4.73,8.3,7.99,4.16,5.43,5.94,7.17,4.61
26/04/2021,3.24,4.87,5.27,07.03,3.25,22.94,10.3,6.19,4.82,52.07,21.55,3.85,5.24,41.71,6.4,16.42,9.49,4.72,8.23,8,4.14,5.41,5.84,07.07,4.58
27/04/2021,3.23,4.86,5.24,6.98,3.25,22.94,10.27,6.18,4.74,52.07,21.74,3.82,5.26,41.27,6.46,16.72,9.68,4.72,8.18,8.1,4.12,5.37,5.85,7,4.58
28/04/2021,3.22,4.84,5.2,6.94,3.25,23.35,10.25,6.17,4.68,51.76,21.5,3.82,5.22,42.15,6.43,16.85,9.63,4.73,8.31,08.02,4.1,5.38,5.85,07.07,4.57
29/04/2021,3.23,4.9,5.22,6.95,3.28,23.59,10.54,6.25,4.75,53.28,22.21,3.84,5.28,42.24,6.87,16.78,9.91,4.76,8.5,8.24,4.16,5.45,5.99,7.19,4.58
30/04/2021,3.2,4.81,5.13,6.73,3.25,23.29,10.05,6.24,4.7,52.7,21.74,3.78,5.18,42.23,07.07,16.54,9.17,4.76,8.18,7.75,4.13,5.47,5.86,6.94,4.48
06/05/2021,3.21,4.84,5.12,6.73,3.26,23.5,10.1,6.26,4.7,53.67,22.26,3.77,5.2,42.43,07.07,17,9.25,4.8,8.23,7.73,4.12,5.58,06.02,07.02,4.5
07/05/2021,3.25,4.93,5.22,6.87,3.28,24.05,10.03,6.28,4.68,54.18,22.65,3.79,5.31,42.87,07.08,16.88,9.43,4.84,8.25,7.76,4.19,5.55,06.05,07.08,4.5
10/05/2021,3.24,4.94,5.25,6.94,3.26,23.86,9.95,6.25,4.61,53.9,22,3.76,5.29,42.39,7.16,16.5,9.4,4.86,8.21,7.71,4.23,5.56,06.01,7.25,4.51
11/05/2021,3.26,4.95,5.23,6.91,3.27,23.53,10.05,6.29,4.62,53.84,22.35,3.79,5.32,42.28,7.3,16.88,9.44,4.88,8.26,7.74,4.24,5.61,06.05,7.34,4.56
12/05/2021,3.27,4.94,5.26,6.99,3.28,23.55,10.12,6.35,4.64,53.69,22.54,3.85,5.34,42.79,7.35,16.76,9.73,4.95,8.31,7.76,4.24,5.62,06.05,7.34,4.57
13/05/2021,3.27,4.93,5.24,6.95,3.28,23.07,10.09,6.36,4.63,53.2,22.58,3.85,5.29,42.72,7.27,16.63,9.77,4.92,8.31,7.73,04.05,5.58,06.06,7.4,4.53
14/05/2021,3.29,4.95,5.28,6.98,3.29,23.32,10.19,6.39,4.68,54.98,22.97,3.88,5.32,42.47,7.26,16.7,9.86,4.95,8.42,7.83,4.12,5.68,6.18,7.45,4.6
17/05/2021,3.27,4.94,5.27,6.99,3.28,23.6,10.21,6.44,4.69,55.65,22.81,3.87,5.32,43.23,7.25,16.97,9.85,4.91,8.43,7.8,04.04,5.61,6.13,7.36,4.52
18/05/2021,3.25,4.95,5.26,6.97,3.28,23.9,10.22,6.41,4.68,55.95,22.57,3.84,5.31,43.24,7.11,16.47,9.79,4.91,8.4,7.79,04.04,5.61,06.09,7.33,4.52
19/05/2021,3.24,4.91,5.21,6.93,3.27,23.6,10.12,6.42,4.69,54.8,21.56,3.84,5.26,42.05,07.07,16.61,9.81,4.86,8.29,7.7,04.03,5.54,06.01,7.14,4.49
20/05/2021,3.25,4.91,5.23,6.94,3.28,23.82,10.16,6.44,4.69,55.47,21.61,3.86,5.26,42.9,7.45,17.28,10.11,4.9,8.37,7.77,04.04,5.59,6.1,7.24,4.52
21/05/2021,3.24,4.87,5.17,6.87,3.28,23.49,10.09,6.44,4.68,54.11,21.41,3.82,5.26,42.3,7.38,16.46,9.85,4.89,8.24,7.69,04.04,5.55,06.01,7.14,4.5
24/05/2021,3.24,4.87,5.19,6.85,3.29,23.48,10.09,6.43,4.68,54.08,21.65,3.8,5.22,41.8,7.39,16.44,9.82,4.88,8.26,7.71,04.04,5.56,5.99,7.21,4.52
25/05/2021,3.27,4.92,5.26,7,3.32,24.6,10.32,6.49,4.74,57.55,23.14,3.89,5.28,44.05,7.49,17.09,10.22,4.93,8.45,7.81,4.11,5.68,6.12,7.29,4.59
26/05/2021,3.28,4.94,5.26,07.02,3.32,25.01,10.35,6.46,4.73,58.5,23.48,3.87,5.3,43.55,7.76,16.95,10.36,4.93,8.49,7.82,4.12,5.71,6.17,07.08,4.59
27/05/2021,3.27,4.91,5.26,6.97,3.31,24.79,10.29,6.43,4.74,57.95,23.02,3.87,5.29,43.02,7.67,16.7,10.4,4.94,8.43,7.79,4.1,5.68,6.15,7,4.58
28/05/2021,3.28,4.93,5.27,07.02,3.34,24.5,10.35,6.43,4.72,58.5,23.27,3.86,5.28,42.65,7.65,16.57,10.28,4.92,8.49,7.8,4.11,5.69,6.16,6.88,4.57
31/05/2021,3.26,4.9,5.21,6.93,3.33,24.2,10.27,6.43,4.72,58.19,23.11,3.83,5.26,42.3,7.64,16.52,10.5,4.91,8.51,7.77,04.06,5.69,6.11,6.89,4.55
01/06/2021,3.25,4.87,5.18,6.86,3.34,23.92,10.19,6.38,4.69,57.36,22.6,3.81,5.24,42.5,7.76,16.27,10.45,4.9,8.44,7.73,04.07,5.66,06.08,6.84,4.55
02/06/2021,3.29,4.88,5.19,6.83,3.36,23.89,10.22,6.39,4.69,57.58,22.36,3.8,5.23,42.25,7.78,16.36,10.51,4.91,8.52,7.74,04.04,5.65,6.1,6.85,4.55
03/06/2021,3.29,4.89,5.15,6.77,3.35,23.77,10.23,6.36,4.68,56.28,22.1,3.79,5.22,41.98,7.86,16.1,10.48,4.9,8.59,7.73,04.04,5.68,06.04,6.83,4.53
04/06/2021,3.32,4.91,5.17,6.81,3.16,24.54,10.23,6.36,4.69,57.53,22.39,3.8,5.24,42.86,7.92,16.36,10.36,4.93,8.59,7.75,04.04,5.7,06.04,6.84,4.57
07/06/2021,3.32,4.9,5.17,6.78,3.14,24.3,10.23,6.37,4.68,57,22.28,3.85,5.28,42.6,7.72,16.18,10.22,4.93,8.52,7.73,4,5.69,5.98,6.77,4.55
08/06/2021,3.35,4.91,5.2,6.81,3.13,24.53,10.31,6.36,4.69,56.7,22.16,3.87,5.3,41.56,7.8,15.9,10.07,4.93,8.54,7.75,04.02,5.66,5.98,6.81,4.4
09/06/2021,3.35,4.89,5.19,6.79,3.13,24.65,10.21,6.35,4.67,56.47,21.96,3.83,5.26,41.56,7.76,15.69,10.13,4.94,8.45,7.74,4,5.64,5.99,6.83,4.38
10/06/2021,3.32,4.88,5.2,6.79,3.1,24.2,10.23,6.32,4.67,56.35,22.03,3.82,5.26,41.11,7.69,15.49,10.47,4.92,8.44,7.72,3.99,5.62,5.99,6.81,4.37
11/06/2021,3.32,4.88,5.19,6.76,03.08,23.37,10.17,6.31,4.67,56.33,21.56,3.83,5.24,40.31,7.67,15.35,10.19,4.96,8.25,7.67,3.95,5.55,5.9,6.76,4.36
15/06/2021,3.28,4.83,5.16,6.7,03.07,23.22,10.03,6.22,4.61,54.8,20.92,3.79,5.19,40.24,7.47,14.96,10.02,4.89,8.28,7.53,3.95,5.48,5.82,6.7,4.32
16/06/2021,3.27,4.84,5.17,6.72,03.09,23.26,10.05,6.23,4.64,55.6,20.89,3.8,5.19,40.55,7.62,14.93,10.32,4.9,8.42,7.59,3.98,5.5,5.81,6.7,4.32
17/06/2021,03.08,4.83,5.18,6.72,03.08,23.1,10.04,6.23,4.62,55.12,20.8,3.8,5.16,40.1,7.59,14.66,10.47,4.89,8.37,7.58,3.96,5.45,5.76,6.66,4.31
18/06/2021,03.05,4.84,5.18,6.68,03.06,22.65,10.1,6.2,4.64,54.69,20.16,3.81,5.13,39.46,7.22,14.55,10.28,4.87,8.27,7.56,3.93,5.47,5.75,6.65,4.3
21/06/2021,03.03,4.83,5.15,6.65,03.07,22.16,10.04,6.2,4.64,53.69,19.89,3.79,5.11,39.07,6.97,14.61,10.1,4.87,8.2,7.55,3.94,5.5,5.81,6.56,4.32
22/06/2021,03.04,4.85,5.16,6.67,03.07,22.97,10,6.21,4.64,55.46,20.02,3.79,5.12,39.99,7.18,14.72,10.41,4.89,8.21,7.57,3.95,5.49,5.78,6.49,4.33
23/06/2021,03.04,4.86,5.14,6.62,03.07,23.14,9.99,6.23,4.63,54.82,20.22,3.78,5.11,39.02,7.1,14.83,10.25,4.87,8.19,7.28,3.95,5.47,5.78,6.31,4.31
24/06/2021,03.06,4.88,5.2,6.67,03.07,23.08,10.02,6.24,4.44,55,20.44,3.79,5.12,39.6,7.21,15.4,10.21,4.89,8.23,7.29,3.96,5.48,5.77,6.29,4.29
25/06/2021,03.07,4.91,5.23,6.74,03.09,23.36,10.08,6.26,4.46,56.4,20.72,3.81,5.15,40.15,7.24,14.85,10.8,4.92,8.3,7.35,3.98,5.55,5.88,6.36,4.34
28/06/2021,03.05,4.89,5.18,6.64,03.08,22.78,10.01,6.23,4.45,54.7,20.23,3.79,5.12,38.93,07.06,14.77,10.55,4.9,8.2,7.27,3.95,5.49,5.77,6.21,4.38
29/06/2021,03.03,4.88,5.17,6.59,03.08,22.34,9.98,6.18,4.41,53.8,19.68,3.77,05.08,38.6,7.1,14.52,10.34,4.9,8.17,7.23,3.94,5.46,5.8,6.11,4.41
30/06/2021,03.03,4.9,5.17,6.65,03.08,22.62,10,6.19,4.41,54.19,20.55,3.78,5.1,38.97,7.1,14.75,10.52,4.87,8.2,7.16,3.94,5.44,5.8,6.2,4.38
01/07/2021,03.04,4.9,5.26,6.75,03.08,23.2,10.03,6.19,4.41,56,21.31,3.78,5.15,39.85,7.28,14.61,10.97,4.89,8.23,7.17,3.95,5.45,5.8,6.55,4.43
02/07/2021,03.03,4.9,5.25,6.68,03.08,21.81,9.93,6.18,4.39,53.05,20.79,3.76,05.09,37.7,7.11,14.33,10.78,4.88,8.2,7.13,3.94,5.45,5.77,6.64,4.51
05/07/2021,03.04,4.88,5.2,6.64,03.08,22.06,9.92,6.16,4.38,52.94,21.04,3.71,5.1,37.73,07.07,14.57,10.88,4.88,8.16,7.12,3.93,5.48,5.72,6.65,4.54
06/07/2021,03.05,4.91,4.95,6.69,03.09,22.78,9.99,6.21,4.38,53.54,21.47,3.71,5.13,37.98,7.11,14.69,11,4.9,7.82,7.19,3.95,5.51,5.59,6.68,4.63
07/07/2021,03.03,4.89,4.94,6.67,03.08,22.55,10.03,6.19,4.37,53.43,21.34,3.7,5.1,37.86,7.14,15.06,10.84,4.89,7.82,7.17,3.95,5.51,5.57,6.6,4.61
